lncRNA,miRNA,Score,Interaction
C17orf76-AS1,hsa-miR-224-5p,0.0001,0
hsa-miR-3118,NONHSAG013565,0.0001,0
hsa-miR-30b-3p,NONHSAG034513,0.0001,0
hsa-mir-148a,NONHSAG001038,0.0001,0
SS18,YIPF3,0.0001,0
hsa-miR-1224-3p,RP11-90P13.1,0.0001,0
hsa-miR-376b-3p,SLC25A14,0.0001,0
hsa-miR-6884-5p,NONHSAG026207,0.0001,0
PART1,miR-185-5p,0.0001,0
NONHSAG040532,hsa-mir-488-3p,0.0001,0
AC010980.2,NONHSAG007470,0.0001,0
hsa-mir-6807,NONHSAG006908,0.0001,0
hsa-miR-760,AL157871.2,0.0001,0
hsa-miR-423-5p,MOB1A,0.0001,0
hsa-miR-129-5p,DDX39B,0.0001,0
UTY,CALCOCO2,0.0001,0
hsa-mir-193a-3p/193b,AC124944.2,0.0001,0
hsa-miR-323a-3p,NONHSAG017075,0.0,0
TMEM68,RP11-403P17.3,0.0,0
hsa-mir-222,RPL41,0.0,0
hsa-miR-212-5p,RP11-159D12.2,0.0,0
hsa-mir-130a-3p,NONHSAG048759,0.0,0
hsa-mir-1,hsa-miR-3159,0.0,0
STAM2,RP11-498C9.16,0.0,0
RP1-251M9.2,NONHSAG013576,0.0,0
CERS6-AS1,RP11-574K11.16,0.0,0
NONHSAG000837,NONHSAG053871,0.0,0
hsa-miR-200a-5p,LOC100506710,0.0,0
AC005606.14,C12orf45,0.0,0
OIP5-AS1,hsa-miR-4763-3p,0.0,0
hsa-mir-107,CTD-2574D22.4,0.0,0
hsa-miR-300,NONHSAG007751,0.0,0
PDCD4-AS1,hsa-miR-3190-3p,0.0,0
EXOSC10,hsa-mir-24-1,0.0,0
OGFOD1,RP11-521B24.5,0.0,0
hsa-mir-29b-2-5p,RP1-59D14.5,0.0,0
hsa-miR-382-5p,NONHSAG027670,0.0,0
MBD6,DCTN4,0.0,0
hsa-mir-421,TMED3,0.0,0
hsa-miR-520b,UBXN2A,0.0,0
QRICH1,NONHSAG042709,0.0,0
STRA13,RP5-1120P11.3,0.0,0
hsa-miR-500b,NONHSAG005566,0.0,0
DNAJC10,RP11-296K13.1,0.0,0
SGK3,NONHSAG013843,0.0,0
RP11-1379J22.5,NONHSAG027755,0.0,0
BLOC1S5,POLR2F,0.0,0
hsa-miR-384,NONHSAG054636,0.0,0
LRRC16A,AC008865.1,0.0,0
hsa-mir-125a-3p,NONHSAG000469,0.0,0
RP11-108M21.1,VEPH1,0.0,0
hsa-miR-3666,ZNF91,0.0,0
hsa-miR-365a-3p,LDLR,0.0,0
miR-1261,BCAR4,0.0,0
miR-18a,miR-135a,0.0,0
KRTCAP2,INTS1,0.0,0
hsa-miR-106a-3p,ENTPD1-AS1,0.0,0
hsa-miR-1271-3p,LOC152217,0.0,0
hsa-miR-296-3p,RP4-550H1.6,0.0,0
hsa-miR-378c,RP11-174G6.5,0.0,0
hsa-mir-652-3p,NONHSAG050957,0.0,0
PSIP1,RP11-98I9.4,0.0,0
LLGL2,ST3GAL3,0.0,0
RP11-353N14.5,TEX261,0.0,0
ATP6V0E2-AS1,LMNB2,0.0,0
hsa-miR-4775,AC093484.6,0.0,0
NONHSAG010521,NONHSAG039509,0.0,0
TSPAN3,NONHSAG010162,0.0,0
RP11-164P12.4,NONHSAG052096,0.0,0
LINC00173,RP11-160E2.13,0.0,0
RPS25,CCT4P1,0.0,0
LPHN1,RP11-742N3.1,0.0,0
NONHSAG007973,IFI44L,0.0,0
NONHSAG031725,RP5-1121A15.1,0.0,0
DRAM2,CEP85,0.0,0
RP5-1186N24.3,MIR4435‑2HG,0.0,0
hsa-mir-31-5p,CTC-228N24.3,0.0,0
hsa-miR-106a-3p,HOTAIRM1,0.0,0
hsa-miR-320c,NONHSAG035205,0.0,0
RP11-299G20.2,TACO1,0.0,0
hsa-mir-494-3p,FAM126B,0.0,0
hsa-miR-4735-5p,NONHSAG008664,0.0,0
NONHSAG023081,RP11-98I9.4,0.0,0
hsa-miR-151a-3p,TMPO-AS1,0.0,0
hsa-miR-205-5p,MKLN1,0.0,0
hsa-mir-92a-1-5p,NONHSAG029331,0.0,0
DUSP16,NYX,0.0,0
RP11-152P17.2,PURA,0.0,0
hsa-miR-30d-3p,NONHSAG050002,0.0,0
DLX6-AS1,H19,0.0,0
hsa-mir-6766,SLAMF7,0.0,0
hsa-miR-199a-5p,ITPKB-IT1,0.0,0
NEAT1,NONHSAG037390,0.0,0
hsa-miR-149-3p,RP4-550H1.6,0.0,0
hsa-miR-520e,NONHSAG023012,0.0,0
hsa-mir-615-3p,PIGQ,0.0,0
hsa-mir-125a-3p,DIAPH1,0.0,0
RP11-440L14.1,CD2AP,0.0,0
hsa-miR-6504-3p,NONHSAG001156,0.0,0
KB-1608C10.2,COPS6,0.0,0
hsa-miR-143-3p,NONHSAG047500,0.0,0
NR2C1,EIF3I,0.0,0
NONHSAG035666,NONHSAG049104,0.0,0
CCAT2,ARID4A,0.0,0
hsa-miR-4775,AC093484.6,0.0,0
hsa-miR-5590-3p,CCDC109B,0.0,0
RP11-983P16.4,PRRC2A,0.0,0
hsa-miR-129-5p,RP11-574K11.16,0.0,0
NONHSAG021480,GOLGA5,0.0,0
hsa-miR-665,RP11-1103G16.1,0.0,0
hsa-mir-24-1,AC084219.3,0.0,0
RP11-161I2.1,PTPRM,0.0,0
hsa-miR-202-3p,AATK-AS1,0.0,0
hsa-miR-204-3p,ARHGAP12,0.0,0
SUPT6H,ADCY7,0.0,0
hsa-mir-200c-3p,PTTG3P,0.0,0
NONHSAG014968,VEPH1,0.0,0
hsa-miR-362-5p,TMEM167A,0.0,0
hsa-miR-369-3p,PSMG1,0.0,0
hsa-miR-212-5p,AC016747.3,0.0,0
AP002954.4,RAB21,0.0,0
hsa-miR-151b,RP11-473M20.16,0.0,0
ORMDL3,miR-525-5p,0.0,0
SEC23A,XRCC6BP1,0.0,0
hsa-mir-27a/27b,ZNF205-AS1,0.0,0
SLC25A40,NONHSAG052170,0.0,0
hsa-miR-499a-3p,NONHSAG018535,0.0,0
EIF2D,H2AFZ,0.0,0
C21orf91,RP11-311D14.1,0.0,0
hsa-miR-30d-3p,ARRDC3,0.0,0
hsa-miR-346,TMEM138,0.0,0
NONHSAG042357,PPP4R1,0.0,0
GTF2H3,NONHSAG012846,0.0,0
SCML2,NONHSAG037018,0.0,0
hsa-miR-22-3p,TMEM110-MUSTN1,0.0,0
MICU2,PRKRA,0.0,0
RP11-20B24.4,GRN,0.0,0
NR2C2AP,LRCH3,0.0,0
NONHSAG003372,B4GALNT1,0.0,0
CTB-104F4.2,PCNP,0.0,0
ULK1,RP4-550H1.6,0.0,0
hsa-mir-411,RP1-211D12.3,0.0,0
NDUFA6-AS1,ELOVL5,0.0,0
RP11-307C12.11,CCZ1,0.0,0
STARD7,NONHSAG033092,0.0,0
ARID2,DDAH2,0.0,0
ARAP1,DLG3,0.0,0
hsa-miR-212-5p,NONHSAG000065,0.0,0
hsa-miR-708-3p,CHEK1,0.0,0
TM4SF19-AS1,CTD-2620I22.7,0.0,0
hsa-mir-24-1,NONHSAG045405,0.0,0
GUF1,RP11-145G20.1,0.0,0
MST1,BLMH,0.0,0
hsa-miR-424-5p,NONHSAG005566,0.0,0
CRTC2,RP4-550H1.6,0.0,0
CDKN1A,hsa-miR-379-3p,0.0,0
hsa-miR-224-5p,NONHSAG047115,0.0,0
FKBP10,AC147651.3,0.0,0
UBE2D1,hsa-miR-454-3p,0.0,0
RP11-355O1.11,BVES-AS1,0.0,0
AL049542.1,RNF216,0.0,0
hsa-miR-340-5p,HIF1A,0.0,0
METTL21A,PRRC2A,0.0,0
EIF3G,RP11-355B11.2,0.0,0
CTC-281B15.1,SRP19,0.0,0
ARHGEF3,DDX39A,0.0,0
hsa-mir-301a-3p,AC006465.3,0.0,0
NONHSAG008671,hsa-miR-7-2-3p,0.0,0
hsa-miR-3681-3p,PRR3,0.0,0
hsa-miR-211-3p,PPIL6,0.0,0
DESI1,CASP4,0.0,0
CEP85,RP1-317E23.6,0.0,0
hsa-miR-876-5p,CTC-295J13.3,0.0,0
HCG18,hsa-miR-185-3p,0.0,0
CLOCK,hsa-miR-30b-3p,0.0,0
hsa-miR-376a-3p,SNX22,0.0,0
mmu-mir-34a,HOTAIR,0.0,0
hsa-miR-199a-5p,ST7,0.0,0
RNF220,MAP4K5,0.0,0
hsa-miR-429,NONHSAG010982,0.0,0
hsa-mir-30c-1,LOC388692,0.0,0
hsa-mir-24-1,C11orf58,0.0,0
hsa-miR-4458,MGEA5,0.0,0
hsa-mir-148a,RP11-332H18.4,0.0,0
NONHSAG028293,RRM1,0.0,0
NONHSAG034166,NONHSAG001563,0.0,0
RP11-3P22.2,hsa-miR-3190-3p,0.0,0
FGF14-AS2,miR-96-5p,0.0,0
NONHSAG011077,SLC25A22,0.0,0
hsa-miR-152,H3F3B,0.0,0
RP11-46A10.5,hsa-miR-4747-5p,0.0,0
RPL27A,NONHSAG052170,0.0,0
hsa-mir-367-3p,CTC-429P9.4,0.0,0
hsa-miR-500b,RP11-805J14.5,0.0,0
NONHSAG042706,RP11-722M1.1,0.0,0
PPHLN1,NONHSAG039669,0.0,0
PCBP1-AS1,NONHSAG035119,0.0,0
hsa-miR-18a-3p,OAZ1,0.0,0
MIR17HG,ZFPM2-AS1,0.0,0
hsa-mir-186-3p,RP1-178F10.3,0.0,0
SNHG9,NONHSAG017420,0.0,0
NUPL1,IFI44L,0.0,0
hsa-miR-454-3p,RP11-334C17.5,0.0,0
hsa-miR-217,HECTD1,0.0,0
hsa-miR-1197,miR-934,0.0,0
TFAP2A,NPTN,0.0,0
hsa-miR-670,miR-146b-5p,0.0,0
RP11-250B2.3,HMGXB4,0.0,0
CTD-2033A16.1,CLN3,0.0,0
NONHSAG037599,FAM219B,0.0,0
DEPDC1,miR-299-3p,0.0,0
POLD2,IGHVII-28-1,0.0,0
RPL27AP,AC010970.2,0.0,0
USP37,RAB11FIP5,0.0,0
NONHSAG039306,NONHSAG007470,0.0,0
BORA,FAM219B,0.0,0
AKAP13,RP11-296K13.1,0.0,0
FP671120,RP11-527D7.1,0.0,0
hsa-miR-410-3p,NONHSAG009416,0.0,0
hsa-miR-1224-3p,RP11-175O19.4,0.0,0
RP11-388M20.6,hsa-miR-449b-3p,0.0,0
PDLIM5,U2SURP,0.0,0
NONHSAG040532,LMNB2,0.0,0
NONHSAG035077,C1QTNF9-AS1,0.0,0
hsa-miR-3129-5p,VEGFA,0.0,0
MIR205HG,RP4-550H1.6,0.0,0
ADSL,AC010525.7,0.0,0
NONHSAG041645,RP3-341D10.4,0.0,0
LINC00649,CTD-2561J22.5,0.0,0
NONHSAG039669,ACAT2,0.0,0
hsa-miR-340-5p,MCEE,0.0,0
hsa-miR-299-3p,NAP1L4,0.0,0
SFPQ,NONHSAG042555,0.0,0
hsa-miR-1197,RASSF8,0.0,0
hsa-miR-519e-3p,hsa-miR-6165,0.0,0
CTD-2377D24.6,PCMTD1,0.0,0
hsa-miR-423-5p,CERS2,0.0,0
hsa-mir-186-3p,NONHSAG038290,0.0,0
hsa-miR-486-3p,LSS,0.0,0
hsa-miR-106a-3p,CFH,0.0,0
SUPT20H,NONHSAG032339,0.0,0
hsa-mir-30c-1,ZNF37BP,0.0,0
NONHSAG016640,SLC25A13,0.0,0
hsa-miR-320c,CRHR1-IT1,0.0,0
HCP5,NONHSAG039457,0.0,0
hsa-mir-24-1,APRT,0.0,0
NONHSAG030301,NONHSAG031602,0.0,0
hsa-miR-129-5p,NONHSAG036533,0.0,0
hsa-miR-182-3p,NONHSAG011053,0.0,0
DDX1,RP11-181B11.2,0.0,0
hsa-miR-520b,CANX,0.0,0
hsa-miR-373-3p,MVK,0.0,0
hsa-miR-15b-5p,NONHSAG012706,0.0,0
hsa-mir-193b-3p,PLSCR1,0.0,0
SNORD3D,MAP1LC3B,0.0,0
hsa-miR-301b,AC006116.24,0.0,0
NONHSAG048721,PEG10,0.0,0
MAK16,POGLUT1,0.0,0
TXNIP,RPL36,0.0,0
hsa-miR-378a-5p,RN7SL800P,0.0,0
AL139819.1,CD97,0.0,0
NONHSAG026847,hsa-miR-6510-5p,0.0,0
TXNDC17,OSBPL8,0.0,0
hsa-mir-302b-3p,HOTAIR,0.0,0
hsa-miR-369-3p,CHORDC1,0.0,0
hsa-miR-409-5p,AC079613.1,0.0,0
hsa-miR-520b,NONHSAG011293,0.0,0
GTF3A,RP11-574K11.16,0.0,0
HNRNPCP7,NONHSAG032298,0.0,0
AC104695.3,LINC00664,0.0,0
TTTY15,RP11-160H22.5,0.0,0
hsa-mir-19b-1-5p,NONHSAG021363,0.0,0
hsa-let-7a-2,ADCY7,0.0,0
hsa-mir-107,PDHX,0.0,0
hsa-mir-301a-3p,RP11-869B15.1,0.0,0
hsa-miR-449b-3p,CASP8AP2,0.0,0
DLG1,RP11-296K13.1,0.0,0
hsa-mir-29b-2-5p,NONHSAG009993,0.0,0
miR-3935,LINC00992,0.0,0
hsa-miR-3167,RP11-473I1.10,0.0,0
hsa-miR-340-5p,NONHSAG044100,0.0,0
hsa-mir-92a-1-5p,RP11-574K11.16,0.0,0
RP1-251M9.2,NONHSAG013576,0.0,0
hsa-mir-103a-2-5p,POGLUT1,0.0,0
TSPAN4,RP11-797A18.6,0.0,0
hsa-miR-141-3p,PRPF4B,0.0,0
NONHSAG035119,NONHSAG013221,0.0,0
hsa-miR-219-5p,NONHSAG003533,0.0,0
hsa-miR-30d-3p,SNAPIN,0.0,0
hsa-mir-29c,CCNT1,0.0,0
hsa-mir-92a-1-5p,NONHSAG050102,0.0,0
hsa-mir-1303,hsa-miR-3944-3p,0.0,0
hsa-miR-320d,TMEM167A,0.0,0
SNAP47-AS1,AMN1,0.0,0
hsa-miR-224-5p,WSB1,0.0,0
ARL6IP6,RP11-500G22.2,0.0,0
hsa-miR-485-3p,CCNL1,0.0,0
hsa-miR-449a,FAM210A,0.0,0
hsa-miR-132-3p,NAP1L1,0.0,0
hsa-miR-125b-5p,TAF10,0.0,0
PEX19,DYM,0.0,0
hsa-miR-125b-5p,PSMD5,0.0,0
RP11-495O10.1,NONHSAG033553,0.0,0
NONHSAG004065,ELOVL5,0.0,0
AL021977.1,MAP1LC3B,0.0,0
NONHSAG003507,NPM1,0.0,0
UBP1,hsa-miR-455-3p,0.0,0
RP11-383C5.5,miR-154-5p,0.0,0
AKT2,RP11-819C21.1,0.0,0
SAP30L-AS1,BRI3,0.0,0
RP11-819C21.1,CTB-50L17.5,0.0,0
RP11-334C17.5,hsa-miR-184,0.0,0
hsa-miR-23c,PSMA6,0.0,0
CTC-428G20.3,POGLUT1,0.0,0
NONHSAG020010,AHSA1,0.0,0
hsa-mir-6807,ZFAND2A,0.0,0
hsa-miR-493-5p,MIR3142HG,0.0,0
hsa-miR-199b-5p,AC034102.1,0.0,0
hsa-miR-211-3p,42253,0.0,0
hsa-mir-140-3p,DDX39B,0.0,0
hsa-miR-449a,PRR13,0.0,0
ZCCHC4,AL589743.1,0.0,0
AC009237.8,hsa-mir-302d-3p,0.0,0
TMED4,RP13-516M14.1,0.0,0
hsa-mir-32,ZNF644,0.0,0
hsa-miR-4735-5p,NONHSAG050119,0.0,0
RP11-678G14.2,RPL36,0.0,0
hsa-miR-373-3p,RP11-173P15.3,0.0,0
hsa-miR-134-5p,COX15,0.0,0
LOC100132891,NONHSAG007371,0.0,0
RP5-902P8.12,GLDC,0.0,0
hsa-miR-138-2-3p,RP11-395G23.3,0.0,0
hsa-mir-181a/181b/18,miR-580-3p,0.0,0
NONHSAG049895,FAM134B,0.0,0
LINC00324,RP11-407G23.3,0.0,0
PFDN5,NONHSAG004686,0.0,0
hsa-miR-212-5p,CAPZA1,0.0,0
hsa-miR-5590-3p,C4orf46,0.0,0
LA16c-358B7.3,AP004289.2,0.0,0
hsa-miR-296-3p,JTB,0.0,0
XIST,hsa-mir-4508,0.0,0
NONHSAG008994,XLOC_008466,0.0,0
hsa-miR-129-2-3p,ZNF692,0.0,0
hsa-mir-20a/106b,RP11-94L15.2,0.0,0
hsa-mir-30c-1,MDC1,0.0,0
hsa-miR-379-3p,PRIM2,0.0,0
CYHR1,RP11-296K13.1,0.0,0
NONHSAG025339,NONHSAG030770,0.0,0
hsa-miR-106a-3p,AC093611.1,0.0,0
RPS24,42068,0.0,0
hsa-miR-503-3p,PPFIBP2,0.0,0
TMC4,SP140L,0.0,0
hsa-miR-378d,NONHSAG019064,0.0,0
NONHSAG016640,hsa-miR-501-3p,0.0,0
hsa-miR-1271-3p,UROS,0.0,0
hsa-miR-92b-3p,DECR1,0.0,0
hsa-miR-326,RP1-92O14.6,0.0,0
miR-9-5p,BDNF-AS,0.0,0
hsa-miR-211-3p,SUCLG1,0.0,0
hsa-miR-424-5p,AC009133.12,0.0,0
hsa-mir-142-3p,NONHSAG001727,0.0,0
hsa-miR-18b-5p,NUP155,0.0,0
GNB2L1,APPBP2,0.0,0
LINC00958,hsa-miR-340-5p,0.0,0
hsa-mir-31-5p,CCNL2,0.0,0
hsa-miR-4735-5p,SP100,0.0,0
hsa-mir-107,SUB1,0.0,0
hsa-miR-452-3p,PARPBP,0.0,0
NONHSAG032337,NONHSAG021667,0.0,0
TMEM18,hsa-miR-668-3p,0.0,0
ATP6V1H,NDUFA5,0.0,0
ZBTB8OS,Linc00963,0.0,0
hsa-miR-146a-3p,NONHSAG009769,0.0,0
BOLA3-AS1,hsa-mir-331-3p,0.0,0
hsa-mir-29b-2-5p,SPG20,0.0,0
hsa-miR-1306-3p,TRAF2,0.0,0
DPF2,BRD2-IT1,0.0,0
NONHSAG016424,TMEM150A,0.0,0
hsa-miR-532-3p,NONHSAG007490,0.0,0
STARD13,NONHSAG044685,0.0,0
ZMYM4-AS1,ANKRD29,0.0,0
hsa-miR-378c,RSRC2,0.0,0
hsa-mir-28-3p,RP11-549J18.1,0.0,0
hsa-mir-10b-3p,let-7a,0.0,0
NONHSAG032317,CASD1,0.0,0
FBXO11,hsa-miR-7153-5p,0.0,0
TFG,MAP1LC3B,0.0,0
RP11-150O12.3,CHTOP,0.0,0
hsa-miR-204-3p,DIXDC1,0.0,0
TNKS1BP1,hsa-miR-4747-5p,0.0,0
AHRR,AC074212.5,0.0,0
hsa-miR-532-3p,CCDC142,0.0,0
SOD2,PFDN2,0.0,0
hsa-mir-92a-1-5p,C7orf60,0.0,0
RP11-49K24.8,NONHSAG042355,0.0,0
hsa-miR-340-5p,CTD-2540B15.11,0.0,0
NONHSAG024421,HOTAIR,0.0,0
RAI14,PTP4A1,0.0,0
KANSL1L,RP11-574K11.16,0.0,0
LOC728613,hsa-miR-4295,0.0,0
OIP5-AS1,hsa-miR-4659b-3p,0.0,0
hsa-mir-24-1,HSP90B1,0.0,0
GNPTG,S100PBP,0.0,0
hsa-mir-216a-3p,NONHSAG000469,0.0,0
hsa-miR-143-3p,RP11-160E2.6,0.0,0
RP11-85M11.2,EXOSC8,0.0,0
hsa-miR-613,NONHSAG030064,0.0,0
hsa-miR-526b-3p,GNG5,0.0,0
hsa-miR-300,NONHSAG035199,0.0,0
PPP1R2,C1orf63,0.0,0
GAS2L3,PIAS2,0.0,0
hsa-miR-376c-3p,NONHSAG031629,0.0,0
hsa-miR-129-5p,CCNI,0.0,0
BCL2,RPS27L,0.0,0
hsa-miR-4782-5p,SPATA20,0.0,0
YWHAB,hsa-mir-181d,0.0,0
WIPI2,RAB11FIP5,0.0,0
PSMD8,COX6A1,0.0,0
NONHSAG011674,42068,0.0,0
SLC37A4,HLA-F-AS1,0.0,0
hsa-mir-30c-1,MPHOSPH8,0.0,0
hsa-mir-106b-3p,PCNXL4,0.0,0
hsa-miR-519d,NONHSAG030856,0.0,0
FARSBP1,POGZ,0.0,0
NONHSAG043149,CLK2,0.0,0
SLC29A3,RP11-61A14.2,0.0,0
hsa-mir-150,ZFAND1,0.0,0
RP11-206L10.11,hsa-mir-367-3p,0.0,0
hsa-miR-326,IPO9-AS1,0.0,0
GOLGA5,STARD4-AS1,0.0,0
NONHSAG045252,PCMTD1,0.0,0
NPTN,LRCH4,0.0,0
MRPL1,ZRANB2,0.0,0
hsa-mir-367-3p,hsa-miR-6127,0.0,0
NR2C2AP,LRCH3,0.0,0
NONHSAG004840,LINC00035,0.0,0
CACNA1G-AS1,NONHSAG007514,0.0,0
NONHSAG017341,YWHAZ,0.0,0
DNAJB9,NONHSAG022922,0.0,0
LINC01116,RP11-574K11.16,0.0,0
CCT4,RAB21,0.0,0
TMEM198B,NONHSAG043853,0.0,0
hsa-miR-877-3p,GAS6-AS2,0.0,0
KIF1B,GCLC,0.0,0
RP1-234P15.4,MED22,0.0,0
SNHG16,NONHSAG022574,0.0,0
OGFOD3,NONHSAG021667,0.0,0
NONHSAG031339,COPS3,0.0,0
NONHSAG033523,RP11-27I1.4,0.0,0
RUFY2,IQGAP1,0.0,0
RP11-161H23.5,WT1-AS,0.0,0
NONHSAG016640,SLC25A13,0.0,0
RP5-1180C10.2,RP11-160E2.6,0.0,0
SNHG10,COL6A1,0.0,0
PCMTD1,NONHSAG033214,0.0,0
GTPBP10,Z83851.1,0.0,0
FBXO41,KIAA1841,0.0,0
NONHSAG047062,TRAF3IP3,0.0,0
RP1-121G13.3,NONHSAG048949,0.0,0
HACE1,IFI44L,0.0,0
hsa-mir-421,miR-522-3p,0.0,0
BCYRN1,hsa-miR-7-5p,0.0,0
TBC1D23,SCFD1,0.0,0
RAD23A,LBX1-AS1,0.0,0
miR-539-5p,CRNDE,0.0,0
NONHSAG034177,NONHSAG026526,0.0,0
RPAP2,ZCCHC11,0.0,0
TNPO1,CTD-2620I22.7,0.0,0
RP11-332H18.4,AC007040.6,0.0,0
NONHSAG004520,RP11-574K11.16,0.0,0
BLOC1S5,POLR2F,0.0,0
NUP37,LOC399815,0.0,0
hsa-let-7i-5p,ANRIL,0.0,0
FAM208B,NONHSAG055530,0.0,0
CFH,THAP7,0.0,0
MDH1,POLD2,0.0,0
hsa-miR-892c-3p,AL589743.1,0.0,0
GOLGA1,NONHSAG011014,0.0,0
TEX30,ARFGEF1,0.0,0
AC016700.5,AC004893.11,0.0,0
MRPL42,RP11-10N23.4,0.0,0
hsa-miR-378b,miR-155-5p,0.0,0
SLC17A5,RRBP1,0.0,0
hsa-miR-378i,LINC00470,0.0,0
AC004951.6,DBI,0.0,0
NONHSAG053894,miR-98,0.0,0
CCNE2,miR-299-3p,0.0,0
DCAF8,NONHSAG000259,0.0,0
LINC00675,HOTAIR,0.0,0
RP11-513G11.1,hsa-miR-3159,0.0,0
NONHSAG053814,RP11-796E2.4,0.0,0
RP11-351M8.2,NONHSAG043790,0.0,0
PSMD5-AS1,CASD1,0.0,0
PIM2,EIF2D,0.0,0
LINC01410,RP11-574K11.16,0.0,0
HIF1A,RP11-160E2.6,0.0,0
ZCCHC17,TOMM20,0.0,0
TMEM205,DERL3,0.0,0
HAUS4,RP11-495O10.1,0.0,0
RP11-46C20.1,VBP1,0.0,0
hsa-miR-499a-3p,ORC6,0.0,0
GNAS,miR-125a-5p,0.0,0
TBCE,C1orf109,0.0,0
HLA-DMB,HSPA8,0.0,0
miR-204-5p,hsa-miR-138-1-3p,0.0,0
TXNRD1,miR-493-5p,0.0,0
OSTM1,CDAN1,0.0,0
RPN1,NONHSAG014968,0.0,0
RP11-9G1.3,RP11-267A15.3,0.0,0
hsa-miR-577,RP4-550H1.6,0.0,0
NONHSAG055019,CTD-2620I22.7,0.0,0
NONHSAG004520,RP11-574K11.16,0.0,0
CTD-2256P15.1,FP671120,0.0,0
hsa-miR-196b-3p,SLC35C2,0.0,0
NONHSAG013343,GS1-358P8.4,0.0,0
NONHSAG038212,POLR2F,0.0,0
PSME1,HNRNPM,0.0,0
CDK2,TTN-AS1,0.0,0
NONHSAG004686,NONHSAG043240,0.0,0
hsa-mir-4498,hsa-miR-197-3p,0.0,0
NONHSAG020514,UTY,0.0,0
C14orf166,hsa-miR-3672,0.0,0
RNF11,NONHSAG045485,0.0,0
hsa-mir-494-3p,miR-146b-5p,0.0,0
ENAH,MIR10A,0.0,0
RP11-722M1.1,RNF141,0.0,0
miR-655,Linc00963,0.0,0
RP11-1103G16.1,TAB2,0.0,0
LA16c-366D3.1,NONHSAG036569,0.0,0
CBFB,GMDS,0.0,0
RPS6KL1,THAP7,0.0,0
SCAMP1,UHRF2,0.0,0
NONHSAG010574,PTCH1,0.0,0
NONHSAG025680,MED22,0.0,0
HSD17B10,CCNDBP1,0.0,0
Linc00963,CTD-2256P15.1,0.0,0
hsa-mir-28-3p,miR-98,0.0,0
AP1G2,STARD4-AS1,0.0,0
NONHSAG022006,CFLAR,0.0,0
MKLN1,SNAP47-AS1,0.0,0
LA16c-358B7.3,AP004289.2,0.0,0
RP11-509J21.1,FYTTD1,0.0,0
hsa-mir-10b-3p,let-7a,0.0,0
NONHSAG026094,NONHSAG026597,0.0,0
hsa-miR-874,RP4-550H1.6,0.0,0
NONHSAG031255,SKI,0.0,0
ISCU,NONHSAG032981,0.0,0
RP11-15A1.7,TCEAL4,0.0,0
NONHSAG051804,DPM2,0.0,0
hsa-miR-493-5p,MIR3142HG,0.0,0
PSMD6,RP11-267A15.3,0.0,0
RP11-196G11.4,FTSJ3,0.0,0
miR-145,RP11-574K11.16,0.0,0
TSG101,WT1-AS,0.0,0
NONHSAG023021,VPS8,0.0,0
OGFR-AS1,NONHSAG001617,0.0,0
DNAJC7,LRCH4,0.0,0
ARRDC3,MCCC1,0.0,0
NONHSAG015896,miR-125a,0.0,0
NDUFA12P1,RNF38,0.0,0
HOTAIR,ZFPM2-AS1,0.0,0
HMBOX1,RP11-90P5.2,0.0,0
RPS16,LOC152217,0.0,0
hsa-mir-27a/27b,HOTAIR,0.0,0
ZNF181,NONHSAG052096,0.0,0
NONHSAG012953,ACTB,0.0,0
NONHSAG051259,IQGAP1,0.0,0
ARFGAP1,PPP1R3E,0.0,0
IL20RB-AS1,RP11-498C9.2,0.0,0
RP11-159F24.1,NONHSAG022922,0.0,0
GNPTG,S100PBP,0.0,0
hsa-miR-5590-3p,APC,0.0,0
KB-1608C10.2,COPS6,0.0,0
GUF1,RP11-145G20.1,0.0,0
PPFIA1,DNAH14,0.0,0
ASPDH,CTC-507E2.2,0.0,0
NONHSAG016699,GRN,0.0,0
hsa-miR-590-3p,SNHG11,0.0,0
RN7SKP55,OCRL,0.0,0
NONHSAG008571,NONHSAG013417,0.0,0
NONHSAG010574,PTCH1,0.0,0
hsa-mir-140-3p,LINC00346,0.0,0
NONHSAG001563,DYM,0.0,0
NONHSAG035866,MAP7D1,0.0,0
AC007246.3,RP11-461A8.4,0.0,0
RP11-280O1.2,ALDH9A1,0.0,0
OXA1L,NONHSAG004268,0.0,0
NONHSAG045405,NONHSAG030162,0.0,0
RPP30,CDC73,0.0,0
DEDD2,S100PBP,0.0,0
hsa-miR-1306-3p,AC093484.6,0.0,0
ZMYM2,MAP2K4,0.0,0
ITGB1,NONHSAG020954,0.0,0
NONHSAG038549,NORAD,0.0,0
LDLR,NONHSAG036569,0.0,0
AC058791.2,RP11-539L10.2,0.0,0
REPIN1,CLN3,0.0,0
EXOC7,ANKRD29,0.0,0
LL22NC03-80A10.6,MRPS18B,0.0,0
RRM2B,TARBP2,0.0,0
hsa-mir-181c,miR-525-5p,0.0,0
AP1G2,STARD4-AS1,0.0,0
YTHDF3-AS1,NONHSAG007470,0.0,0
hsa-miR-1251,PTTG3P,0.0,0
RP13-820C6.2,NONHSAG033523,0.0,0
NONHSAG004563,miR-17-5p,0.0,0
NUP37,LOC399815,0.0,0
hsa-mir-194-2,hsa-miR-544a,0.0,0
ZNF385C,RN7SL281P,0.0,0
hsa-miR-424-5p,hsa-miR-449c-5p,0.0,0
