lncRNA,miRNA,Score,Interaction
BNIP2,hsa-mir-301a-3p,0.9548,1
hsa-miR-199b-5p,LIME1,0.9534,1
NONHSAG048419,hsa-miR-3529-5p,0.9525,1
hsa-miR-486-3p,CCDC59,0.9511,1
hsa-mir-25-3p,EHBP1,0.9492,1
hsa-mir-27b-3p,GCNT2,0.9476,1
hsa-miR-106a-3p,RP11-843P14.1,0.9455,1
hsa-miR-182-3p,USP9X,0.944,1
hsa-miR-146b-5p,NONHSAG007475,0.9431,1
RP5-1186N24.3,hsa-miR-3909,0.9419,1
hsa-mir-194-2,C19orf48,0.9419,1
hsa-miR-491-3p,CARS2,0.94,1
hsa-miR-106a-3p,RP11-800A3.7,0.9397,1
RNF220,hsa-miR-30d-3p,0.9389,1
hsa-miR-185-3p,NONHSAG037018,0.9364,1
hsa-mir-216a-3p,RP11-2B6.3,0.9362,1
hsa-mir-27b-3p,NONHSAG045054,0.93,1
hsa-miR-423-5p,RP11-1055B8.4,0.9288,1
DLX6-AS1,H19,0.9238,1
hsa-miR-429,NONHSAG040319,0.9161,1
hsa-miR-33a-3p,STK11IP,0.9092,1
hsa-mir-196a-2,NONHSAG014373,0.9028,1
hsa-miR-378f,ZHX1,0.8986,1
hsa-miR-526b-3p,PROSER1,0.8937,1
hsa-mir-20b-3p,ZNF283,0.8913,1
hsa-miR-15b-5p,LINC00242,0.8792,1
hsa-miR-497-3p,LOC100129550,0.8782,1
hsa-miR-106a-3p,RP11-762I7.4,0.8724,1
hsa-miR-520c-3p,IRF1,0.8698,1
hsa-miR-149-3p,MTMR2,0.869,1
hsa-miR-495-3p,WIPI2,0.8667,1
hsa-miR-503-3p,TMEM173,0.8645,1
hsa-mir-153,C9orf37,0.8588,1
hsa-miR-144-3p,CSNK1D,0.8566,1
hsa-miR-6866-3p,RP11-129B22.1,0.8201,1
hsa-miR-135b-5p,CTD-2228K2.5,0.8172,1
hsa-miR-487a,NONHSAG015406,0.8108,1
hsa-mir-181d,TIMM8B,0.8089,1
hsa-miR-449a,LINC00674,0.8076,1
hsa-mir-20b-3p,NONHSAG051180,0.8046,1
hsa-miR-190b,FMO3,0.799,1
hsa-miR-3129-5p,TMEM41A,0.7887,1
hsa-miR-320c,ZNF268,0.7767,1
C22orf43,hsa-miR-211-3p,0.7766,1
hsa-miR-1224-3p,NONHSAG054585,0.7763,1
hsa-miR-6884-5p,PTBP1,0.7647,1
JARID2-AS1,NONHSAG030982,0.7603,1
hsa-miR-876-5p,NYX,0.7503,1
hsa-mir-106b-3p,NONHSAG035522,0.7429,1
BNIP2,hsa-miR-323a-3p,0.7368,0
microRNA-506-3p,RP11-574K11.16,0.7368,0
hsa-miR-152,ATXN3,0.7306,0
hsa-mir-107,STAG3L5P,0.7141,0
hsa-miR-708-3p,NONHSAG032255,0.7071,0
CDK4,AHSA1,0.6845,0
hsa-miR-188-3p,GSTK1,0.6845,0
hsa-mir-6838,RPS6KB2,0.667,0
hsa-miR-372,NONHSAG000483,0.666,0
LINS,C15orf40,0.666,0
hsa-mir-206,LINC00173,0.666,0
hsa-miR-382-5p,NONHSAG025813,0.6632,0
NONHSAG010565,NONHSAG043853,0.6597,0
miR-580-3p,LINC00470,0.6481,0
NONHSAG031708,miR-934,0.6481,0
CCZ1,POGLUT1,0.6324,0
USF1,RP11-296K13.1,0.6324,0
EPB41,FBXO3,0.6287,0
CTD-2369P2.2,ENY2,0.6287,0
hsa-miR-4262,AGTR1,0.6203,0
LINC00263,RP11-473I1.9,0.612,0
RP1-178F10.3,CLUH,0.612,0
TMCC1,LMNB2,0.612,0
hsa-miR-155-3p,RNF213,0.5877,0
hsa-miR-145-3p,SRA,0.5798,0
AC023085.1,NONHSAG000975,0.5798,0
hsa-miR-4782-5p,NONHSAG050957,0.5776,0
hsa-mir-448,SLC25A44,0.5695,0
hsa-miR-382-5p,NONHSAG005278,0.5588,0
hsa-miR-7-2-3p,NONHSAG038845,0.5495,0
AUNIP,AC004893.11,0.5348,0
NONHSAG020954,RP1-27K12.4,0.5344,0
KLC1,SERPINI1,0.5305,0
MAPK8,PASK,0.5305,0
hsa-miR-6835-3p,NONHSAG017675,0.5241,0
hsa-miR-296-3p,RP3-399L15.1,0.5152,0
hsa-miR-3666,NONHSAG030101,0.5138,0
hsa-miR-6866-3p,NONHSAG037086,0.4952,0
hsa-miR-146b-5p,C16orf80,0.4897,0
RP11-649A18.4,DNAJC9,0.4897,0
AC007620.3,CFLAR,0.4881,0
RABGAP1L,RP11-521B24.5,0.4852,0
hsa-miR-1271-3p,MBD6,0.4776,0
hsa-miR-379-3p,AASDHPPT,0.4776,0
hsa-miR-3129-5p,PTP4A1,0.47,0
hsa-miR-487b-3p,TTC12,0.467,0
AL139819.1,CD97,0.4636,0
hsa-miR-145-3p,MFSD12,0.4636,0
miR-23a-3p,LINC00472,0.4615,0
TMPO,RP11-90H3.1,0.4609,0
hsa-mir-6838,ANAPC2,0.4609,0
NONHSAG016604,NONHSAG043853,0.4608,0
hsa-mir-27a/27b,NONHSAG034018,0.4603,0
hsa-miR-526b-3p,BAMBI,0.4576,0
LA16c-313D11.12,FP671120,0.4538,0
NONHSAG019270,PSMA6,0.4498,0
LSM2,EMX2OS,0.4471,0
hsa-miR-520b,PPP1R1C,0.4461,0
hsa-mir-302a-3p,NONHSAG045252,0.4445,0
NONHSAG035077,C1QTNF9-AS1,0.4427,0
NONHSAG035745,SLC50A1,0.4427,0
hsa-mir-421,TSIX,0.4416,0
hsa-mir-17/20b/93/51,NONHSAG051406,0.4343,0
LINC00992,RP4-550H1.6,0.4325,0
VHL,NONHSAG018111,0.4309,0
TIMM17A,FUBP3,0.4309,0
hsa-mir-142-3p,TRIM33,0.43,0
HLA-C,hsa-miR-4644,0.4242,0
C10orf88,RP11-98I9.4,0.4241,0
ANP32A,NONHSAG038417,0.423,0
NUP35,ANXA1,0.4209,0
ADAMTS9-AS1,miR-513a-5p,0.4159,0
MSC-AS1,RP4-550H1.6,0.4159,0
DMRTC2,PHF21A,0.4159,0
PTMS,miR-200b-3p,0.4159,0
NONHSAG025544,NONHSAG025370,0.3757,0
RP11-284M14.1,NONHSAG000259,0.3725,0
ADIPOR2,LOC399815,0.3624,0
hsa-miR-340-5p,NONHSAG006520,0.3618,0
hsa-miR-147b,AC004152.5,0.3606,0
hsa-miR-4458,SPG7,0.3567,0
hsa-miR-204-3p,RP11-527D7.1,0.3436,0
hsa-miR-379-3p,ATG13,0.3436,0
NONHSAG002891,NONHSAG042355,0.3436,0
SCAND2P,RANP6,0.3417,0
EFTUD2,RP1-59D14.6,0.3417,0
MCM7,hsa-mir-302b-3p,0.32,0
hsa-miR-329-3p,SSBP2,0.3005,0
miR-489,LOC100506548,0.2907,0
hsa-miR-4782-5p,RPL13A,0.2853,0
hsa-mir-103a-2-5p,NONHSAG023020,0.2838,0
hsa-miR-151a-3p,miR-4262,0.2794,0
hsa-miR-486-3p,NONHSAG035915,0.2783,0
RP11-392M18.5,PCMTD1,0.2759,0
hsa-miR-6835-3p,AC021593.1,0.2672,0
hsa-miR-6866-3p,TTC33,0.2645,0
RP11-421F16.3,TMEM2,0.2588,0
NONHSAG000236,SNAP47-AS1,0.251,0
hsa-mir-128,RP11-63M22.2,0.2508,0
MTERFD2,CHTOP,0.2499,0
PSMD14,RP11-196G11.4,0.2158,0
hsa-miR-6504-3p,HOXA-AS3,0.2127,0
hsa-miR-375,PHF23,0.2103,0
hsa-miR-3184-3p,PAFAH1B1,0.2019,0
SNRPD3,NONHSAG054710,0.1983,0
LA16c-366D3.1,NONHSAG036569,0.1932,0
EIF1AY,NONHSAG005278,0.1826,0
hsa-miR-9-5p,let-7a,0.1779,0
hsa-miR-15b-5p,RBM20,0.163,0
hsa-mir-6838,MON2,0.1474,0
hsa-mir-106b-3p,TXNDC15,0.1467,0
SUCLA2,SLC25A22,0.1442,0
hsa-mir-196a-2,ERVK3-1,0.1338,0
hsa-miR-143-3p,NONHSAG034561,0.1207,0
hsa-miR-199a-5p,RP11-758M4.4,0.1093,0
GBF1,RP11-755F10.3,0.0961,0
AC015971.2,CCDC18,0.0961,0
MDC1-AS1,RP11-574K11.16,0.0961,0
NONHSAG053421,MAPKAP1,0.0697,0
hsa-mir-324-3p,NONHSAG049836,0.0667,0
hsa-mir-150,NONHSAG024317,0.0658,0
hsa-mir-137,NONHSAG027855,0.0584,0
hsa-miR-3184-3p,RP11-66N24.4,0.0493,0
hsa-miR-151a-3p,miR-4262,0.045,0
CTC-559E9.8,RP4-550H1.6,0.0358,0
PMPCB,NONHSAG052969,0.0331,0
hsa-miR-493-5p,NONHSAG048887,0.0212,0
hsa-mir-19a/19b,ZNF542,0.0154,0
TOMM20,CARHSP1,0.0145,0
ATP5B,RP11-805J14.5,0.0139,0
EPB41,FBXO3,0.012,0
RP11-1109F11.3,BRD2-IT1,0.0103,0
hsa-mir-1248,hsa-miR-4690-3p,0.0094,0
NAT10,POLD2,0.0082,0
NONHSAG020347,RPL26P20,0.0077,0
RPS6KL1,THAP7,0.0077,0
hsa-mir-30e-3p,CHKA,0.0072,0
H2AFZ,GBAS,0.0072,0
MDH1,POLD2,0.0071,0
hsa-mir-193a-3p/193b,ZSWIM8,0.0071,0
ZNF519,hsa-mir-28-3p,0.0069,0
NONHSAG000743,NONHSAG033011,0.0068,0
hsa-mir-193a-3p/193b,AC007276.5,0.0068,0
RP11-611O2.5,hsa-miR-3529-5p,0.0068,0
HM13,hsa-miR-185-3p,0.0066,0
EPSTI1,RP5-1115A15.2,0.0062,0
PDIA3P1,TINCR,0.0061,0
POLR2D,ARMCX2,0.0058,0
hsa-miR-300,ORC5,0.0056,0
hsa-miR-335-3p,H2AFZ,0.0054,0
SLC38A2,COX6A1,0.0046,0
hsa-mir-181d,IGFBP7,0.0044,0
NONHSAG053814,RP11-796E2.4,0.0044,0
hsa-miR-211-3p,HOTAIR,0.0042,0
miR-503,miR-186-5p,0.0041,0
AF207550.1,NONHSAG001462,0.004,0
hsa-miR-141-3p,GTF2H1,0.004,0
hsa-miR-668-3p,ANKRD36BP1,0.004,0
hsa-miR-376b-3p,RNF207,0.004,0
hsa-miR-106a-3p,AP000266.7,0.0039,0
NONHSAG039347,RP11-482M8.1,0.0039,0
hsa-miR-370,NONHSAG002009,0.0037,0
hsa-miR-490-3p,hsa-miR-6511b-3p,0.0037,0
NONHSAG007470,POGLUT1,0.0037,0
hsa-mir-302d-3p,TNFRSF12A,0.0035,0
C22orf43,hsa-mir-31-5p,0.0034,0
OFD1P6Y,RP11-461A8.4,0.0034,0
SLC25A12,GORASP2,0.0034,0
ANXA1,SMIM14,0.0034,0
hsa-miR-96-5p,miR-4262,0.0034,0
NONHSAG042613,NONHSAG052969,0.0033,0
hsa-miR-340-5p,RP11-216F19.2,0.0031,0
PHB,NONHSAG000259,0.0031,0
HACE1,IFI44L,0.0031,0
RP5-1074L1.1,RP11-461A8.4,0.0031,0
SNHG6,miR-934,0.0031,0
OLIG1,DLST,0.0031,0
NONHSAG001563,DYM,0.003,0
hsa-miR-4676-3p,GAS6-AS2,0.003,0
CANX,GPS1,0.003,0
hsa-miR-6884-5p,NONHSAG025677,0.0029,0
RP11-282O18.6,AC007040.6,0.0029,0
NONHSAG043050,SVIP,0.0028,0
DHX15,C10orf35,0.0027,0
miR-513a-5p,RP4-550H1.6,0.0027,0
BCLAF1,C7orf50,0.0026,0
hsa-miR-4459,RP11-296K13.1,0.0026,0
AP000462.1,RP11-343H5.4,0.0026,0
TMEM33,miR-493-5p,0.0026,0
hsa-mir-196a-2,NONHSAG053057,0.0026,0
hsa-mir-421,NONHSAG010809,0.0026,0
TUG1,MIR3142HG,0.0026,0
hsa-mir-27a/27b,HOTAIR,0.0025,0
miR-525-5p,HCP5,0.0025,0
LINC00852,HLA-F-AS1,0.0025,0
NONHSAG022846,QRICH1,0.0024,0
hsa-miR-23c,NONHSAG012953,0.0023,0
RP1-170O19.20,EXOSC3,0.0023,0
MGST1,RN7SL281P,0.0023,0
RP11-371I1.2,NONHSAG006166,0.0023,0
RP11-395P17.11,NONHSAG026526,0.0023,0
hsa-mir-19b-1-5p,HNRNPL,0.0022,0
hsa-mir-367-3p,TBL1XR1,0.0022,0
RPL23,STRA13,0.0021,0
hsa-mir-15a/15b/16/1,CHFR,0.0021,0
hsa-mir-28-3p,PCAT2,0.002,0
C9,NONHSAG004897,0.002,0
LINC00863,STX4,0.002,0
CTD-2033A16.3,NONHSAG037390,0.002,0
ACIN1,TRPA1,0.002,0
NFAT5,NONHSAG023101,0.002,0
MEF2A,PRKCQ-AS1,0.0019,0
hsa-miR-7153-5p,SMG9,0.0019,0
hsa-mir-142-3p,VPS26AP1,0.0019,0
AC008592.5,FP671120,0.0019,0
hsa-miR-320b,SLC25A5-AS1,0.0019,0
RP6-99M1.2,HSPA14,0.0019,0
hsa-miR-493-5p,RPP30,0.0019,0
h19,NONHSAG020352,0.0019,0
SRRM2-AS1,RP5-940J5.9,0.0019,0
NONHSAG048726,KDM5B,0.0019,0
RP11-304F15.7,RP11-461A8.4,0.0019,0
FANCC,INTS1,0.0019,0
RBM26,LOC374443,0.0019,0
LLGL2,ST3GAL3,0.0019,0
AC109828.1,HOTAIR,0.0018,0
hsa-mir-106b-3p,NONHSAG035119,0.0018,0
hsa-miR-363-5p,ZBTB8OS,0.0018,0
ENY2,TAB2,0.0018,0
RP11-553L6.5,LINC01534,0.0018,0
RN7SL268P,hsa-miR-378f,0.0018,0
hsa-miR-3135b,hsa-miR-3180-3p,0.0018,0
NONHSAG048721,PEG10,0.0018,0
hsa-miR-154-3p,EMC2,0.0017,0
NONHSAG038417,RP11-574K11.16,0.0017,0
POU2F1,RNF216P1,0.0017,0
RPL13A,NONHSAG055289,0.0017,0
ING5,RP11-380P13.2,0.0017,0
hsa-miR-3139,USO1,0.0017,0
hsa-mir-21-3p,BST2,0.0016,0
hsa-miR-1224-3p,SRRT,0.0016,0
RPS25,hsa-miR-335-3p,0.0016,0
hsa-let-7i-5p,RP1-86D1.5,0.0016,0
MALAT1,hsa-miR-3678-3p,0.0016,0
CTC-559E9.8,hsa-mir-6838,0.0016,0
hsa-miR-378a-5p,FAM193B,0.0016,0
hsa-miR-376a-3p,RP5-1125A11.1,0.0016,0
hsa-mir-32,NONHSAG017075,0.0016,0
PTCH1,NONHSAG010574,0.0015,0
NONHSAG047062,TRAF3IP3,0.0015,0
LOXL1-AS1,miR-377-3p,0.0015,0
hsa-mir-191,RP11-527D7.1,0.0015,0
RP11-363E6.3,PFDN2,0.0015,0
NONHSAG047163,RP11-124N3.2,0.0015,0
NONHSAG022817,ALDH9A1,0.0014,0
RP5-1115A15.2,RN7SL281P,0.0014,0
NPRL2,NONHSAG018111,0.0014,0
RP11-711K1.7,RP3-341D10.4,0.0014,0
DAD1,MVD,0.0014,0
hsa-miR-532-3p,TIMM44,0.0014,0
PRRC2B,hsa-miR-365b-3p,0.0014,0
NONHSAG027419,NDUFA5,0.0014,0
TMEM259,RASSF8,0.0014,0
AGO3,MFNG,0.0014,0
hsa-miR-330-3p,UBE2Q1,0.0014,0
DCP2,SRP19,0.0014,0
NONHSAG039475,miR-449b-5p,0.0013,0
miR-193b-3p,H19,0.0013,0
hsa-miR-6511b-3p,RP11-386G11.10,0.0013,0
NONHSAG018100,SLC25A16,0.0013,0
hsa-miR-370,RP11-10L12.4,0.0013,0
hsa-let-7a-2,miR-1261,0.0013,0
MRPL20,EXOSC8,0.0012,0
NONHSAG016976,ATP5F1,0.0012,0
hsa-mir-15a/15b/16/1,RBM39,0.0012,0
hsa-miR-199b-5p,STRA13,0.0012,0
SLC25A32,SERPINI1,0.0012,0
SCNN1D,ZNF92P3,0.0012,0
HEATR2,INTS1,0.0011,0
hsa-miR-670,miR-146b-5p,0.0011,0
C19orf48,RP11-539L10.2,0.0011,0
BX322557.10,GRN,0.0011,0
RAB11FIP5,NONHSAG029109,0.0011,0
NONHSAG035199,MED22,0.0011,0
RP11-311C24.1,SLC50A1,0.0011,0
NONHSAG003526,NONHSAG025544,0.0011,0
NONHSAG017565,NFXL1,0.0011,0
NONHSAG032981,NONHSAG030944,0.0011,0
SP100,NONHSAG024758,0.001,0
RPS4Y1,RP11-407G23.3,0.001,0
hsa-miR-526b-3p,NONHSAG032317,0.001,0
HOOK2,ORC4,0.001,0
FAR2,NONHSAG006134,0.001,0
RP11-30K9.5,HILPDA,0.001,0
ATP6V0E2-AS1,LMNB2,0.001,0
RPRD1A,RP4-550H1.6,0.001,0
FAM135A,NONHSAG014277,0.001,0
RP11-400F19.6,LYPLAL1,0.001,0
NONHSAG053785,C9orf117,0.001,0
hsa-miR-376c-3p,AC083884.8,0.001,0
PFDN2,RP11-24C3.2,0.001,0
EMC7,AC074286.1,0.001,0
hsa-miR-378h,TNK2 AS1,0.001,0
RP11-173P15.3,hsa-miR-182-3p,0.001,0
hsa-miR-129-5p,UBP1,0.001,0
NONHSAG022846,QRICH1,0.0009,0
RP11-559N14.5,WDR72,0.0009,0
BAZ2B,RIMKLB,0.0009,0
NONHSAG047376,PABPN1,0.0009,0
UBE2Q1,BTF3,0.0009,0
Ednra,NONHSAG034595,0.0009,0
SMAD3,TEX261,0.0009,0
NONHSAG036587,EMX2OS,0.0009,0
RP11-282O18.3,JMJD8,0.0009,0
hsa-miR-519d,NONHSAG001180,0.0009,0
hsa-mir-302c-3p,RP11-574K11.16,0.0009,0
STT3B,hsa-mir-194-2,0.0009,0
hsa-miR-30d-3p,RP11-819C21.1,0.0009,0
MSC-AS1,RP4-550H1.6,0.0009,0
hsa-mir-10a-3p,FP671120,0.0009,0
hsa-miR-301b,NONHSAG002028,0.0009,0
hsa-miR-15b-5p,RP1-211D12.3,0.0009,0
hsa-miR-520d-5p,UBP1,0.0009,0
hsa-miR-3064-3p,CPS1,0.0009,0
NONHSAG051552,XPO7,0.0009,0
hsa-mir-98,UBXN8,0.0009,0
miR‑383‑5p,MIR4435‑2HG,0.0009,0
FBXW7,HMGCL,0.0009,0
hsa-mir-125a-3p,ZNF677,0.0009,0
CNP,PFDN2,0.0009,0
NONHSAG028722,NONHSAG017341,0.0009,0
ATP5B,RP11-805J14.5,0.0008,0
hsa-miR-371a-3p,NONHSAG011239,0.0008,0
RP11-15A1.7,TCEAL4,0.0008,0
ADAM10,NONHSAG051356,0.0008,0
ARHGAP19-SLIT1,TAB2,0.0008,0
miR-145,RP11-574K11.16,0.0008,0
C17orf51,BRI3,0.0008,0
hsa-mir-20b-3p,NONHSAG014894,0.0008,0
IRAK4,C12orf29,0.0008,0
NDUFA13,EXOSC10,0.0008,0
NONHSAG009722,PEG10,0.0008,0
miR-374b-5p,MAGI2-AS3,0.0008,0
hsa-mir-637,RP11-296K13.1,0.0008,0
MKLN1,SNAP47-AS1,0.0008,0
hsa-mir-125a-3p,AC093484.6,0.0008,0
hsa-miR-520f,RP11-325F22.3,0.0008,0
NONHSAG004268,NONHSAG023907,0.0008,0
hsa-miR-381-3p,PAPD4,0.0008,0
hsa-miR-5196-3p,hsa-miR-3120-3p,0.0008,0
NONHSAG046846,TRPA1,0.0007,0
NONHSAG026689,CTD-2552B11.4,0.0007,0
SCARNA10,ERP29,0.0007,0
RP11-715J22.6,RNF38,0.0007,0
ATIC,G2E3,0.0007,0
POMT2,DHX9,0.0007,0
hsa-miR-4459,RP11-296K13.1,0.0007,0
hsa-mir-216b,CTD-2256P15.1,0.0007,0
DNAJB4,UBE2F,0.0007,0
NONHSAG007490,CTD-2620I22.7,0.0007,0
ZNF268,PRPSAP2,0.0007,0
TP53TG1,miR-525-5p,0.0007,0
HNRNPH3,hsa-mir-494-3p,0.0007,0
hsa-mir-6807,HSPA9,0.0007,0
hsa-mir-494-3p,ANKHD1-EIF4EBP3,0.0007,0
hsa-miR-300,NAP1L4,0.0007,0
hsa-mir-194-2,hsa-miR-544a,0.0007,0
MRPL30,PRIM1,0.0007,0
hsa-mir-142-3p,COPS6,0.0007,0
hsa-let-7d-3p,EIF1AXP1,0.0007,0
ATP6V0E2-AS1,LMNB2,0.0007,0
hsa-miR-452-3p,DEPDC1,0.0007,0
DRAM2,CEP85,0.0007,0
hsa-miR-335-3p,42070,0.0007,0
hsa-miR-363-5p,FLAD1,0.0007,0
AC093673.5,HM13,0.0007,0
AP006621.5,hsa-miR-195-3p,0.0007,0
hsa-miR-3118,NONHSAG040194,0.0007,0
SF1,NONHSAG026597,0.0007,0
CTD-2636A23.2,KIAA1704,0.0006,0
TYW5,ARFGEF1,0.0006,0
RP11-1136G11.7,RP11-461A8.4,0.0006,0
hsa-miR-23c,SUPT20H,0.0006,0
hsa-miR-215-5p,miR-29c-3p,0.0006,0
hsa-miR-495-3p,GBA,0.0006,0
hsa-miR-424-5p,Ftx,0.0006,0
hsa-miR-330-3p,PHB2,0.0006,0
miR-30a-5p,miR-98-5p,0.0006,0
RP4-550H1.6,MSC-AS1,0.0006,0
NONHSAG047062,TRAF3IP3,0.0006,0
DBF4,VPS37B,0.0006,0
hsa-mir-29c,PCBP1-AS1,0.0006,0
hsa-let-7b-5p,C1orf43,0.0006,0
AF113014,TMC4,0.0006,0
LINC00883,NONHSAG013221,0.0006,0
NONHSAG008539,CLDN11,0.0006,0
hsa-let-7a-2,GYG1,0.0006,0
hsa-miR-145-3p,C21orf58,0.0006,0
ANP32A,NONHSAG038417,0.0006,0
ZNF749,RNU12,0.0006,0
U2SURP,NONHSAG051640,0.0006,0
RP11-355O1.11,BVES-AS1,0.0006,0
MIR1792,NONHSAG012509,0.0006,0
hsa-miR-5590-3p,ATP5F1,0.0006,0
hsa-mir-99a,RP4-550H1.6,0.0006,0
AC084018.1,miR-876-5p,0.0006,0
NDUFAF2,NONHSAG011014,0.0006,0
hsa-miR-129-2-3p,CTC-559E9.8,0.0006,0
MRPS5,RP13-895J2.7,0.0006,0
AP002954.4,RAB21,0.0006,0
RP4-583P15.10,AP004289.2,0.0006,0
NDUFA12,SRSF7,0.0006,0
SLAIN2,NONHSAG018111,0.0006,0
NONHSAG019270,PSMA6,0.0006,0
RP11-253E3.3,C15orf40,0.0006,0
hsa-mir-331-3p,NONHSAG015229,0.0006,0
CAPNS1,FSTL1,0.0006,0
FP671120,RP11-527D7.1,0.0006,0
SEPT7P2,NONHSAG037186,0.0006,0
PPHLN1,NONHSAG039669,0.0006,0
hsa-miR-3915,hsa-miR-2114-3p,0.0006,0
NONHSAG014700,TRPA1,0.0005,0
RP11-421F16.3,TMEM2,0.0005,0
hsa-miR-4429,NONHSAG002028,0.0005,0
NONHSAG033084,NONHSAG013343,0.0005,0
CBFB,GMDS,0.0005,0
NONHSAG026464,LINC00689,0.0005,0
hsa-miR-132-3p,CTD-2256P15.1,0.0005,0
NONHSAG026319,MAP7D1,0.0005,0
LOC728613,LINC00664,0.0005,0
hsa-miR-616-3p,hsa-miR-449c-5p,0.0005,0
ZSWIM8,HERC5,0.0005,0
DCUN1D4,TRPA1,0.0005,0
ZNF561,HSPA8,0.0005,0
hsa-miR-4770,PTPN3,0.0005,0
NONHSAG042555,RAN,0.0005,0
RNASEK-C17orf49,NONHSAG009780,0.0005,0
LMNB2,NONHSAG040532,0.0005,0
AC005523.2,RP1-211D12.3,0.0005,0
miR-525-5p,HCP5,0.0005,0
hsa-mir-301a-3p,HNRNPL,0.0005,0
hsa-miR-199a-5p,SLAMF7,0.0005,0
CTD-2228K2.5,miR-876-5p,0.0005,0
hsa-miR-429,NONHSAG025370,0.0005,0
hsa-miR-219-5p,RP11-303E16.2,0.0005,0
TTLL5,MAPKAP1,0.0005,0
REPIN1,CLN3,0.0005,0
SCARNA17,FKRP,0.0005,0
hsa-mir-6766,HOTAIR,0.0005,0
NONHSAG032438,NONHSAG021667,0.0005,0
CYHR1,RP11-296K13.1,0.0005,0
hsa-miR-493-5p,RP11-677I18.3,0.0005,0
hsa-miR-135a2,UHRF2,0.0005,0
DCAF7,miR-449b-5p,0.0005,0
RBM33,NDUFB5,0.0005,0
RP11-159D12.2,NONHSAG048263,0.0005,0
hsa-miR-378i,LINC00470,0.0005,0
miR-330-5p,MALAT-1,0.0005,0
AATK-AS1,TOMM20,0.0005,0
NONHSAG025678,RP11-85M11.2,0.0005,0
RP11-805I24.1,hsa-miR-1913,0.0005,0
hsa-miR-3139,ABR,0.0005,0
SSR2,MRPL48,0.0005,0
AP002954.4,RAB21,0.0005,0
hsa-miR-760,KB-1639H6.2,0.0005,0
AC132872.1,IL6ST,0.0005,0
GAS5,hsa-miR-377-3p,0.0005,0
RP11-513G11.1,hsa-miR-3159,0.0005,0
hsa-miR-493-5p,TMPO,0.0005,0
C1orf132,hsa-miR-3159,0.0005,0
NONHSAG051406,MRPS18B,0.0005,0
PVT1,PEX14,0.0005,0
hsa-let-7c,MYD88,0.0005,0
PIP5K1A,RP11-324I22.2,0.0005,0
NEDD4L,PPP1R3E,0.0005,0
TMED4,RP13-516M14.1,0.0005,0
hsa-mir-17/20b/93/51,DDX49,0.0005,0
hsa-miR-6893-3p,MIR142,0.0005,0
LINC00338,NONHSAG014373,0.0005,0
UBP1,hsa-miR-143-3p,0.0004,0
42248,MED22,0.0004,0
LOC728613,hsa-mir-615-3p,0.0004,0
TTN-AS1,TXNDC15,0.0004,0
SAMMSON,RP11-574K11.16,0.0004,0
NONHSAG015108,NONHSAG013843,0.0004,0
NONHSAG053805,NUDCD2,0.0004,0
hsa-miR-106a-3p,RP11-169D4.1,0.0004,0
hsa-miR-432-5p,hsa-miR-1262,0.0004,0
CTD-2540B15.11,C1orf109,0.0004,0
RP11-36C20.1,NONHSAG013511,0.0004,0
hsa-miR-151b,NONHSAG013815,0.0004,0
hsa-mir-181a/181b/18,SUN1,0.0004,0
ANKRD49,HMGCL,0.0004,0
RP11-1109F11.3,BRD2-IT1,0.0004,0
LYPLAL1,NONHSAG043258,0.0004,0
hsa-miR-199a-5p,PPIC,0.0004,0
hsa-mir-421,MIR4500HG,0.0004,0
JKAMP,miR-4262,0.0004,0
RP3-475N16.1,PHLDB1,0.0004,0
hsa-mir-19a/19b,ZHX1,0.0004,0
RP11-66N24.4,RP11-574K11.16,0.0004,0
C7orf55-LUC7L2,hsa-miR-524-5p,0.0004,0
AC034102.1,USP8,0.0004,0
RNASET2,MIR940,0.0004,0
PDCD6,GAS6-AS2,0.0004,0
hsa-miR-4262,GGA3,0.0004,0
hsa-miR-490-3p,CS,0.0004,0
hsa-miR-371a-3p,NONHSAG017075,0.0004,0
hsa-miR-378h,BX322557.10,0.0004,0
hsa-miR-548at-5p,hsa-miR-2114-3p,0.0004,0
hsa-mir-181d,SNX22,0.0004,0
MTRR,BORA,0.0004,0
miR-4262,MIR3142HG,0.0004,0
hsa-miR-490-3p,RSPRY1,0.0004,0
hsa-miR-520f,UBAP2L,0.0004,0
hsa-miR-452-3p,RP11-395B7.7,0.0004,0
FAM134B,NONHSAG049895,0.0004,0
FOXK2,MTHFD1,0.0004,0
IL20RB-AS1,RP11-498C9.2,0.0004,0
hsa-miR-370,ZNF121,0.0004,0
EIF5,miR-525-5p,0.0004,0
SOD1,hsa-miR-378c,0.0004,0
NONHSAG047852,CTC-507E2.2,0.0004,0
NONHSAG024758,SERINC3,0.0004,0
SRP19,RP3-327A19.5,0.0004,0
NONHSAG018375,HMG20A,0.0004,0
PAN3-AS1,CTD-2611O12.6,0.0004,0
NDUFA10,AL353671.3,0.0004,0
AC005606.14,C12orf45,0.0004,0
WAC-AS1,AL353671.3,0.0004,0
hsa-mir-6124,MIR22HG,0.0004,0
hsa-miR-29a-5p,NEAT1,0.0004,0
RP11-495O10.1,NONHSAG033553,0.0004,0
hsa-mir-122,BCAR4,0.0004,0
hsa-miR-409-5p,METTL6,0.0004,0
NONHSAG015355,SPG7,0.0004,0
